Date of Launch,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
2020-09-02,Dove 4v-4 (0 Flock 4v-4 2274),Dove 4v-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,534.0,535.0,7.24e-05,97.5,94.7,4.0,,,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061AU,46314.0,
2020-09-02,Dove 4v-5 (0 Flock 4v-5 240F),Dove 4v-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,,,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061U,46290.0,
2020-09-02,Dove 4v-6 (0 Flock 4v-6 225B),Dove 4v-6,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,,,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061T,46289.0,
2020-09-02,Dove 4v-7 (0 Flock 4v-7 227B),Dove 4v-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,,,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061V,46291.0,
2020-09-02,Dove 4v-8 (0 Flock 4v-8 2416),Dove 4v-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,,,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061S,46288.0,
2020-09-02,SIMBA (Sun-earth IMBAlance),SIMBA,Belgium,ESA,"ESA/Royal Meteorological Institute, Belgium",Government,Earth Science,,LEO,SUN-SYNCHRONOUS,0.0,541.0,545.0,0.000289,97.5,94.5,6.0,,,2020-09-02,,"Royal Meteorologial Institute, Belgium/ESA",ESA,Guiana Space Center,Vega,2020-061H,46279.0,"3U CubeSat will turn from Earth to space to the Sun and back again, to calculate our planetÕs overall energy budget."
2020-09-02,ESAIL Maritime Microsatellite,ESAIL,Canada,ESA,ESA/European Maritime Safety Agency,Government,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,520.0,531.0,0.000798,97.5,95.0,112.0,,,2020-09-02,,LuxSpace,Luxembourg,Guiana Space Center,Vega,2020-061B,46273.0,"Development of fleet of small satellites to receive/ relay AIS signals from ships; improve fisheries monitoring, maritime fleet management, environmental protection, and border and maritime security services."
2020-09-02,Lemur-2 Ursa Avion (Lemur 2FM119),Lemur FM119,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,534.0,539.0,0.000362,97.5,94.5,10.0,,,2020-09-02,,Spire Global,USA,Guiana Space Center,Vega,2020-061AY,46318.0,Avion surveillance of satellites or LEO.
2020-09-02,TTU100 (Hmarik),TTU100,NR (12/20),Estonia,Tallinn University of Technology,Civil,Earth Observation,Infrared Imaging,LEO,SUN-SYNCHRONOUS,0.0,534.0,535.0,7.24e-05,97.5,95.4,4.0,,,2020-09-02,,Tallinn University of Technology,Estonia,Guiana Space Center,Vega,2020-061AS,46312.0,"RGB sensors for visual light images and NIR sensors for near-infrared images that can be used for assessing vegetation growth, climate, geology and sea conditions."
2020-09-02,FSSCAT-B,FSSCAT-B,Spain,ESA,Copernicus Land and Marine Environment services,Government,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,534.0,537.0,0.000217,97.5,94.4,10.0,,,2020-09-02,,consortium of European companies and institutes,ESA,Guiana Space Center,Vega,2020-061X,46293.0,
2020-09-02,Lemur-2 Squarejaws (Lemur 2FM117),Lemur 2FM117,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,534.0,539.0,0.000362,97.5,94.5,10.0,,,2020-09-02,,Spire Global,USA,Guiana Space Center,Vega,2020-061AX,46317.0,Lemur surveillance of satellites or LEO.
2020-09-02,GHGSat-C1 (Iris),GHGSat-C1,Canada,Canada,"GHGSat, Inc.",Commercial,Earth Science,,LEO,SUN-SYNCHRONOUS,0.0,515.0,518.0,0.000218,97.5,94.5,15.0, 15 ,,2020-09-02,,GHGSat,Canada,Guiana Space Center,Vega,2020-061G,46278.0,Greenhouse gas detection - small fleet planned.
2020-09-02,Dove 4v-1 (0 Flock 4v-1 227C),Dove 4v-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,534.0,535.0,7.24e-05,97.5,94.7,4.0,,,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061AT,46313.0,
2020-08-31,SAOCOM-1B (Satlite Argentino de Observacin Con Microondas),SAOCOM-1B,NR (12/20),Argentina,National Space Activities Commission (CONAE),Government,Earth Observation,Radar Imaging,LEO,POLAR,0.0,606.0,612.0,0.00043,97.8,96.8,3050.0,,,2020-08-31,5.0,INVAP,Argentina,Cape Canaveral,Falcon 9,2020-059A,46265.0,"Provide an effective Earth observation and disaster monitoring capability,"
2020-08-30,GNOMES-1 (GNSS Navigation and Occultation Measurement Satellites) ,GNOMES-1,USA,USA,PlanetiQ,Commercial,Earth Science,,LEO,SUN-SYNCHRONOUS,0.0,599.0,609.0,0.000717,97.9,96.7,30.0,,,2020-08-30,,Blue Canyon Technologies,USA,Cape Canaveral,Falcon 9,2020-059B,46266.0,Planned 20 satellite constellation.
2020-08-23,Gaofen 9-05,Gaofen 9-05,NR (12/20),China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,483.0,505.0,0.0016,97.5,94.5,1000.0,,,2020-08-23,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2020-058A,46232.0,
2020-08-18,SkySat-19 (SkySat C17),SkySat-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,400.0,410.0,0.000738,53.0,92.5,110.0,,,2020-08-18,,Maxar ,UK,Cape Canaveral,Falcon 9,2020-057BQ,46179.0,C surveillance of satellites in LEO.
2020-08-18,SkySat-20 (SkySat C18),SkySat-20,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,400.0,410.0,0.000738,53.0,92.5,110.0,,,2020-08-18,,Maxar ,UK,Cape Canaveral,Falcon 9,2020-057BR,46180.0,C surveillance of satellites in LEO.
2020-08-18,SkySat-21 (SkySat C19),SkySat-21,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,400.0,410.0,0.000738,53.0,92.5,110.0,,,2020-08-18,,Maxar ,UK,Cape Canaveral,Falcon 9,2020-057BS,46235.0,C surveillance of satellites in LEO.
2020-08-07,BlackSky Global 7,BlackSky Global 7,USA,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,400.0,410.0,0.000738,45.01,95.5,56.0,,,2020-08-07,,LeoStella,USA,Cape Canaveral,Falcon 9,2020-055BP,46088.0,
2020-08-07,BlackSky Global 8,BlackSky Global 8,USA,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,400.0,410.0,0.000738,45.01,95.5,56.0,,,2020-08-07,,LeoStella,USA,Cape Canaveral,Falcon 9,2020-055BQ,46089.0,
2020-08-06,Zhongli yu Daqi Kexue,ZyDKW,China,China,Tsinghua University,Civil,Earth Science,,LEO,SUN-SYNCHRONOUS,0.0,483.0,503.0,0.00146,97.5,94.5,,,,2020-08-06,,Tsinghua University ,China,Jiuquan Satellite Launch Center,Long March 2D,2020-054B,46026.0,Collect data on atmospheric density and the gravity field in low Earth orbit.
2020-08-06,Gaofen 9-04,Gaofen 9-04,NR (12/20),China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,485.0,505.0,0.00146,97.5,94.5,1000.0,,,2020-08-06,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2020-054A,46025.0,
2020-07-25,Ziyuan 3-3,Ziyuan 3-3,China,China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,487.0,499.0,0.000874,97.5,94.5,2630.0,,,2020-07-25,,China Academy of Space Technology (CAST),China ,Taiyuan Launch Center,Long March 4B,2020-051A,45939.0,"Land survey satellite. Provide data for the countryÕs land resources investigation, natural disaster prevention, agriculture development, water resource management, environmental survey and urban planning."
2020-07-15,NROL-129 (USA 308),USA 308,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,572.0,579.0,0.000504,54.0,96.15,,,,2020-07-15,,Unknown,USA,Wallops Island Flight Facility,Minotaur 4,2020-046D,45876.0,308 surveillance of satellites in LEO.
2020-07-15,NROL-129 (USA 305),USA 305,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,569.0,579.0,0.00072,54.0,96.15,,,,2020-07-15,,National Reconnaissance Office (NRO),USA,Wallops Island Flight Facility,Minotaur 4,2020-046A,45873.0,305 surveillance of satellites in LEO.
2020-07-15,NROL-129 (USA 306),USA 306,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,569.0,579.0,0.00072,54.0,96.15,,,,2020-07-15,,Unknown,USA,Wallops Island Flight Facility,Minotaur 4,2020-046B,45874.0,306 surveillance of satellites in LEO.
2020-07-15,NROL-129 (USA 307),USA 307,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,572.0,579.0,0.000504,54.0,95.15,,,,2020-07-15,,Unknown,USA,Wallops Island Flight Facility,Minotaur 4,2020-046C,45875.0,307 surveillance of satellites in LEO.
2020-07-06,Ofeq 16,Ofeq 16,NR,Israel,Ministry of Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,352.0,603.0,0.0183,141.12,93.9,300.0,,,2020-07-06,,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit 2,2020-044A,45860.0,Highly retrograde orbit for observation of Middle East.
2020-07-03,Gaofen Multi-Mode 1,Gaofen Multi-Mode 1,NR (12/20),China,"China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",Government,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,631.0,649.0,0.00128,98.0,97.5,,,,2020-07-03,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2020-042A,45856.0,Multi-Spectral imager; country's highest definition civilian camera.
2020-06-17,Gaofen 9-03,Gaofen 9-03,NR (12/20),China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,485.0,504.0,0.00138,97.3,94.5,1000.0,,,2020-06-17,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2020-039A,45794.0,"Gaofen satellites are equipped variously with optical, infrared and radar imaging observatories."
2020-06-17,HEAD-5,HEAD-5,China,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,485.0,502.0,0.00124,97.3,94.5,45.0,,,2020-06-17,,HEAD Aerospace,China,Jiuquan Satellite Launch Center,Long March 2D,2020-039C,45796.0,
2020-06-13,NROL RASR Smallsat-4 (USA 303),USA 303,USA,USA,National Reconnaissance Office (NRO),Military,Unknown,,LEO,SUN-SYNCHRONOUS,0.0,585.0,600.0,0.00108,97.7,96.5,,,,2020-06-13,,National Reconnaissance Laboratory,USA,Rocket Lab Launch Complex 1,Electron,2020-037C,45725.0,
2020-06-13,SkySat-18 (SkySat C16),SkySat-18,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,387.0,398.0,0.000813,53.0,92.5,100.0,,,2020-06-13,,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2020-038BM,45789.0,C surveillance of satellites in LEO.
2020-06-13,NROL RASR Smallsat-2 (USA 301),USA 301,USA,USA,National Reconnaissance Office (NRO),Military,Unknown,,LEO,SUN-SYNCHRONOUS,0.0,585.0,600.0,0.00108,97.7,96.5,,,,2020-06-13,,National Reconnaissance Laboratory,USA,Rocket Lab Launch Complex 1,Electron,2020-037A,45723.0,"NRO secured the launch of the three satellites on a Rocket Lab Electron rocket through the NROÕs Rapid Acquisition of a Small Rocket, or RASR, contract vehicle."
2020-06-13,NROL RASR Smallsat-3 (USA 302),USA 302,USA,USA,National Reconnaissance Office (NRO),Military,Unknown,,LEO,SUN-SYNCHRONOUS,0.0,585.0,600.0,0.00108,97.7,96.5,,,,2020-06-13,,National Reconnaissance Laboratory,USA,Rocket Lab Launch Complex 1,Electron,2020-037B,45724.0,
2020-06-13,SkySat-16 (SkySat C14),SkySat-16,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,398.0,401.0,0.000222,53.0,92.5,100.0,,,2020-06-13,,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2020-038BL,45788.0,C surveillance of satellites in LEO.
2020-06-13,SkySat-17 (SkySat C15),SkySat-17,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,395.0,403.0,0.000591,53.0,92.5,100.0,,,2020-06-13,,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2020-038BN,45790.0,C surveillance of satellites in LEO.
2020-06-10,Haiyang 1D (HY 1D),Haiyang 1D,China,China,State Oceanic Administration (SOA),Government,Earth Observation,Meteorology,LEO,SUN-SYNCHRONOUS,0.0,770.0,785.0,0.00105,98.4,100.4,442.0,,,2020-06-10,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 2C,2020-036A,45721.0,Ocean-imaging surveillance satellite.
2020-05-31,Gaofen 9-02,Gaofen 9-02,China,China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,487.0,502.0,0.00109,97.2,94.5,1000.0,,,2020-05-31,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2020-034B,45625.0,
2020-05-31,HEAD-4,HEAD-4,China,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,487.0,502.0,0.00109,97.3,94.5,45.0,,,2020-05-31,,HEAD Aerospace,China,Jiuquan Satellite Launch Center,Long March 2D,2020-034A,45624.0,
2020-05-22,"EKS-4 (Integrated Space System, Cosmos 2546, Tundra 14L)",Cosmos 2546,Russia,Russia,Ministry of Defense,Military,Earth Observation,Early Warning,ELLIPTICAL,MOLNIYA,0.0,1659.0,38503.0,0.696,63.8,713.9,,,,2020-05-22,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2020-031A,45608.0,
2020-03-24,Yaogan 30-17 (Remote Sensing Satellite 30-17),Yaogan 30-17,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,597.0,601.0,0.000287,35.0,96.67,,,,2020-03-24,,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C,2020-021B,45461.0,Sensing surveillance of satellites in LEO.
2020-03-24,Yaogan 30-16 (Remote Sensing Satellite 30-16),Yaogan 30-16,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,595.0,602.0,0.000502,35.0,96.66,,,,2020-03-24,,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C,2020-021A,45460.0,Sensing surveillance of satellites in LEO.
2020-03-24,Yaogan 30-T (Remote Sensing Satellite 30T),Yaogan 30-18,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,591.0,602.0,0.000789,35.0,96.6,,,,2020-03-24,,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C,2020-021C,45462.0,Remote surveillance of satellites in LEO.
2020-02-18,GEO-Kompsat-2B,GEO-Kompsat-2B,South Korea,South Korea,Korea Meteorological Administration/National Meteorological Satellite Center,Government,Earth Observation,Meteorology,GEO,,128.0,35782.0,35792.0,0.000119,0.04,1436.13,3379.0,,,2020-02-18,10.0,Korea Aerospace Research Institute (KARI),South Korea,Guiana Space Center,Ariane 5,2020-013B,45246.0,
2020-02-09,IGS Optical 7 (IGS-11B Information Gathering Satellite 14),IGS Optical 7,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,487.0,493.0,0.000437,97.4,94.4,1600.0,,,2020-02-09,5.0,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2020-009A,45165.0,Optical reconnaissance.
2020-01-15,uSat-8 (Marie),t 8,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,475.0,492.0,0.00124,97.3,94.2,45.0,,,2020-01-15,,Satellogic,Argentina,Taiyuan Launch Center,Long March 2D,2020-003C,45018.0,
2020-01-15,uSat-7 (Sophie),t 7,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,476.0,490.0,0.00102,97.3,94.2,45.0,,,2020-01-15,,Satellogic,Argentina,Taiyuan Launch Center,Long March 2D,2020-003B,45017.0,
2020-01-15,Jilin-1 Kuanfu-1,Jilin-1 Kuanfu-1,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,477.0,492.0,0.00109,97.3,94.3,95.0,,,2020-01-15,,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D,2020-003A,45016.0,"New type of optical camera with a wide field-of-view and high resolution, and is also capable of high-speed data transmission"
2019-12-24,Electro-L3,Electro-L3,Russia,Russia,Roshydromet - Planeta,Government,Earth Observation,Meteorology,GEO,,165.8,35372.0,35572.0,0.00239,0.56,1420.05,2094.0,,,2019-12-24,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Proton,2019-095A,44903.0,
2019-12-21,Tianqin-1,Tianqin-1,China,China,"GasTianta and GZH-HNJ BDS AGR Co., Ltd.",Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,613.0,634.0,0.0015,97.9,97.1,40.0,,,2019-12-21,3.0,MinoSpace Technology,China,Taiyuan Launch Center,Long March 4B,2019-093A,44879.0,
2019-12-21,CBERS 4A (China-Brazil Earth Resources Satellite 4A),CBERS 4A,Brazil,China/Brazil,China National Space Administration (CNSA)/National Institute for Space Research (Brazil),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,615.0,635.0,0.00143,97.9,97.2,1980.0,,"2,100.00",2019-12-21,5.0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2019-093E,44883.0,Better resolution; new generation
2019-12-20,ETRSS-1,ETRSS-1,Ethiopia,Ethiopia,Ethiopian Space Science and Technology Institute,Government,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,615.0,634.0,0.00136,97.9,97.1,70.0,,,2019-12-20,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2019-093B,44880.0,Ethiopia's first satellite. Remote sensing.
2019-12-18,CSG-1 (COSMO-SkyMed Second Generation),CSG-1,Italy,Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,621.0,622.0,7.15e-05,97.8,97.1,2205.0,,,2019-12-18,5.0,Thales Alenia Space,Italy,Guiana Space Center,Soyuz,2019-092A,44873.0,Second generation.
2019-12-11,Lemur-2 HiMomAndDad (Lemur 2FM109),Lemur 2FM109,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,566.0,576.0,0.00072,36.9,96.1,10.0,,,2019-12-11,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089J,44860.0,Lemur surveillance of satellites or LEO.
2019-12-11,Lemur-2 JPSquared (Lemur 2FMf110),Lemur 2FM110,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,568.0,579.0,0.000792,36.9,96.1,10.0,,,2019-12-11,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089D,44855.0,Lemur surveillance of satellites or LEO.
2019-12-11,Lemur-2 Pappy (Lemur 2FM108),Lemur 2FM108,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,566.0,576.0,0.00072,36.9,96.1,10.0,,,2019-12-11,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089K,44861.0,Lemur surveillance of satellites in LEO.
2019-12-11,RISat-2BR1 (Radar Imaging Satellite 2BR1),RISat-2BR1,India,India,Ministry of Defense,Military,Earth Observation,Radar Imaging,LEO,NON-POLAR INCLINED,0.0,563.0,573.0,0.000721,36.9,96.02,628.0,,,2019-12-11,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2019-089F,44857.0,Radar surveillance of satellites r  LEO.
2019-12-11,QPS-SAR 1 (Izanagi),QPS-SAR 1,Japan,Japan,iQPS,Commercial,Earth Observation,Radar Imaging,LEO,NON-POLAR INCLINED,0.0,564.0,573.0,0.000649,36.9,96.04,100.0,,,2019-12-11,,iQPS,Japan,Satish Dhawan Space Centre,PSLV,2019-089E,44856.0,First of a planned 35-satellite constellation - real time earth observation.
2019-12-11,Lemur-2 Theodosia (Lemur 2FM111),Lemur 2FM111,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,568.0,576.0,0.000576,36.9,96.1,10.0,,,2019-12-11,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089M,44863.0,Lemur surveillance of satellites or LEO.
2019-12-11,1HOPSAT-TD (1st-generation High Optical Performance Satellite),1HOPSAT-TD,NR,USA,Hera Systems,Commercial,Earth Observation,Infrared Imaging,LEO,NON-POLAR INCLINED,0.0,566.0,576.0,0.00151,36.9,96.08,22.0,,,2019-12-11,0.5,Hera Systems,USA,Satish Dhawan Space Centre,PSLV,2019-089H,44859.0,Pathfinder for planned earth observation constellation.
2019-12-07,HEAD-2A,HEAD-2A,China,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,495.0,511.0,0.00116,97.3,94.6,45.0,,,2019-12-07,,HEAD Aerospace,China,Taiyuan Launch Center,Kuaizhou 1A,2019-087A,44838.0,First two spacecraft in HEAD Aerospace Skywalker constellation.
2019-12-07,HEAD-2B,HEAD-2B,China,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,495.0,511.0,0.00116,97.3,94.6,45.0,,,2019-12-07,,HEAD Aerospace,China,Taiyuan Launch Center,Kuaizhou 1A,2019-087B,44839.0,
2019-12-07,Jilin-1 Gaofen 02B,Jilin-1 GaoFen 02B,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,537.0,553.0,0.00116,97.5,95.4,95.0,,,2019-12-07,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2019-086A,44836.0,High resolution optical imaging.
2019-12-06,ALE-2 (Astro Live Experiences-2),ALE-2,NR,Japan,Astro Live Experiences,Commercial,Earth Science,,LEO,SUN-SYNCHRONOUS,0.0,397.0,414.0,0.00125,97.01,92.06,75.0,,,2019-12-06,,Astro Live Experiences,Japan,Rocket Lab Launch Complex 1,Electron,2019-084A,44824.0,Planned display of colorful meteor-like lights for Tokyo Summer Olympics.
2019-11-28,Gaofen 12,Gaofen 12,NR,China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,612.0,616.0,0.000286,97.9,96.9,1000.0,,,2019-11-28,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2019-082A,44819.0,
2019-11-27,Dove 4p-1 (0 Flock 4p-1 2277),Dove 4p-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,498.0,516.0,0.00131,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081L,44814.0,
2019-11-27,Dove 4p-10 (0 Flock 4p-10 2233),Dove 4p-10,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081E,44808.0,
2019-11-27,Dove 4p-7 (0 Flock 4p-7 222F),Dove 4p-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,499.0,513.0,0.00102,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081N,44816.0,
2019-11-27,Dove 4p-5 (0 Flock 4p-5 2259),Dove 4p-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,499.0,513.0,0.00102,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081Q,44818.0,
2019-11-27,CartoSat 3,CartoSat 3,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,500.0,519.0,0.00138,97.5,94.8,1625.0,,,2019-11-27,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2019-081A,44804.0,Most advanced earth observation satellite developed by India.
